Date,Currency,Rate,BaseCurrency,Source
2024-01-25,EUR,0.9701,USD,Sample Data Generator
2024-01-25,GBP,0.7843,USD,Sample Data Generator
2024-01-25,NOK,11.2380,USD,Sample Data Generator
2024-01-25,NZD,1.6400,USD,Sample Data Generator
2024-01-25,SEK,10.2031,USD,Sample Data Generator
2024-01-26,AUD,1.4871,USD,Sample Data Generator
2024-01-26,CAD,1.4230,USD,Sample Data Generator
2024-01-26,EUR,0.9493,USD,Sample Data Generator
2024-01-26,GBP,0.7624,USD,Sample Data Generator
2024-01-26,NOK,10.7989,USD,Sample Data Generator
2024-01-26,NZD,1.6004,USD,Sample Data Generator
2024-01-26,SEK,10.6969,USD,Sample Data Generator
2024-01-27,AUD,1.5067,USD,Sample Data Generator
2024-01-27,CAD,1.4267,USD,Sample Data Generator
2024-01-27,EUR,0.9654,USD,Sample Data Generator
2024-01-27,GBP,0.8201,USD,Sample Data Generator
2024-01-27,NOK,10.5503,USD,Sample Data Generator
2024-01-27,NZD,1.6497,USD,Sample Data Generator
2024-01-27,SEK,10.4282,USD,Sample Data Generator
2024-01-28,AUD,1.5841,USD,Sample Data Generator
2024-01-28,CAD,1.4078,USD,Sample Data Generator
2024-01-28,EUR,0.9524,USD,Sample Data Generator
2024-01-28,GBP,0.8229,USD,Sample Data Generator
2024-01-28,NOK,10.6716,USD,Sample Data Generator
2024-01-28,NZD,1.6740,USD,Sample Data Generator
2024-01-28,SEK,10.4379,USD,Sample Data Generator
2024-01-29,AUD,1.6141,USD,Sample Data Generator
2024-01-29,CAD,1.4173,USD,Sample Data Generator
2024-01-29,EUR,0.9451,USD,Sample Data Generator
2024-01-29,GBP,0.7684,USD,Sample Data Generator
2024-01-29,NOK,10.5759,USD,Sample Data Generator
2024-01-29,NZD,1.6718,USD,Sample Data Generator
2024-01-29,SEK,10.3750,USD,Sample Data Generator
2024-01-30,AUD,1.6193,USD,Sample Data Generator
2024-01-30,CAD,1.3077,USD,Sample Data Generator
2024-01-30,EUR,0.9227,USD,Sample Data Generator
2024-01-30,GBP,0.7996,USD,Sample Data Generator
2024-01-30,NOK,11.2515,USD,Sample Data Generator
2024-01-30,NZD,1.6228,USD,Sample Data Generator
2024-01-30,SEK,11.0186,USD,Sample Data Generator
2024-01-31,AUD,1.6386,USD,Sample Data Generator
2024-01-31,CAD,1.3607,USD,Sample Data Generator
2024-01-31,EUR,0.9667,USD,Sample Data Generator
2024-01-31,GBP,0.8238,USD,Sample Data Generator
2024-01-31,NOK,11.4344,USD,Sample Data Generator
2024-01-31,NZD,1.7152,USD,Sample Data Generator
2024-01-31,SEK,10.2535,USD,Sample Data Generator
2024-02-01,AUD,1.5227,USD,Sample Data Generator
2024-02-01,CAD,1.3658,USD,Sample Data Generator
2024-02-01,EUR,0.9501,USD,Sample Data Generator
2024-02-01,GBP,0.7997,USD,Sample Data Generator
2024-02-01,NOK,10.5005,USD,Sample Data Generator
2024-02-01,NZD,1.6838,USD,Sample Data Generator
2024-02-01,SEK,10.9471,USD,Sample Data Generator
2024-02-02,AUD,1.5718,USD,Sample Data Generator
2024-02-02,CAD,1.3252,USD,Sample Data Generator
2024-02-02,EUR,0.9338,USD,Sample Data Generator
2024-02-02,GBP,0.8067,USD,Sample Data Generator
2024-02-02,NOK,11.2444,USD,Sample Data Generator
2024-02-02,NZD,1.6443,USD,Sample Data Generator
2024-02-02,SEK,10.7123,USD,Sample Data Generator
2024-02-03,AUD,1.6372,USD,Sample Data Generator
2024-02-03,CAD,1.3058,USD,Sample Data Generator
2024-02-03,EUR,0.9047,USD,Sample Data Generator
2024-02-03,GBP,0.7542,USD,Sample Data Generator
2024-02-03,NOK,10.7287,USD,Sample Data Generator
2024-02-03,NZD,1.6199,USD,Sample Data Generator
2024-02-03,SEK,10.2796,USD,Sample Data Generator
2024-02-04,AUD,1.5335,USD,Sample Data Generator
2024-02-04,CAD,1.3629,USD,Sample Data Generator
2024-02-04,EUR,0.9192,USD,Sample Data Generator
2024-02-04,GBP,0.8200,USD,Sample Data Generator
2024-02-04,NOK,10.8853,USD,Sample Data Generator
2024-02-04,NZD,1.6359,USD,Sample Data Generator
2024-02-04,SEK,10.9121,USD,Sample Data Generator
2024-02-05,AUD,1.6484,USD,Sample Data Generator
2024-02-05,CAD,1.4161,USD,Sample Data Generator
2024-02-05,EUR,0.9143,USD,Sample Data Generator
2024-02-05,GBP,0.7787,USD,Sample Data Generator
2024-02-05,NOK,10.5929,USD,Sample Data Generator
2024-02-05,NZD,1.6984,USD,Sample Data Generator
2024-02-05,SEK,11.1012,USD,Sample Data Generator
2024-02-06,AUD,1.5882,USD,Sample Data Generator
2024-02-06,CAD,1.4302,USD,Sample Data Generator
2024-02-06,EUR,0.8928,USD,Sample Data Generator
2024-02-06,GBP,0.7814,USD,Sample Data Generator
2024-02-06,NOK,10.9108,USD,Sample Data Generator
2024-02-06,NZD,1.6873,USD,Sample Data Generator
2024-02-06,SEK,11.0434,USD,Sample Data Generator
2024-02-07,AUD,1.6368,USD,Sample Data Generator
2024-02-07,CAD,1.4217,USD,Sample Data Generator
2024-02-07,EUR,0.8873,USD,Sample Data Generator
2024-02-07,GBP,0.8207,USD,Sample Data Generator
2024-02-07,NOK,10.7249,USD,Sample Data Generator
2024-02-07,NZD,1.6409,USD,Sample Data Generator
2024-02-07,SEK,10.7270,USD,Sample Data Generator
2024-02-08,AUD,1.6328,USD,Sample Data Generator
2024-02-08,CAD,1.3927,USD,Sample Data Generator
2024-02-08,EUR,0.9472,USD,Sample Data Generator
2024-02-08,GBP,0.7837,USD,Sample Data Generator
2024-02-08,NOK,11.4795,USD,Sample Data Generator
2024-02-08,NZD,1.5922,USD,Sample Data Generator
2024-02-08,SEK,10.4277,USD,Sample Data Generator
2024-02-09,AUD,1.6114,USD,Sample Data Generator
2024-02-09,CAD,1.3472,USD,Sample Data Generator
2024-02-09,EUR,0.9476,USD,Sample Data Generator
2024-02-09,GBP,0.7539,USD,Sample Data Generator
2024-02-09,NOK,10.4510,USD,Sample Data Generator
2024-02-09,NZD,1.7469,USD,Sample Data Generator
2024-02-09,SEK,10.8450,USD,Sample Data Generator
2024-02-10,AUD,1.5510,USD,Sample Data Generator
2024-02-10,CAD,1.3308,USD,Sample Data Generator
2024-02-10,EUR,0.9430,USD,Sample Data Generator
2024-02-10,GBP,0.7788,USD,Sample Data Generator
2024-02-10,NOK,11.1123,USD,Sample Data Generator
2024-02-10,NZD,1.6773,USD,Sample Data Generator
2024-02-10,SEK,10.7630,USD,Sample Data Generator
2024-02-11,AUD,1.5986,USD,Sample Data Generator
2024-02-11,CAD,1.3199,USD,Sample Data Generator
2024-02-11,EUR,0.9654,USD,Sample Data Generator
2024-02-11,GBP,0.7597,USD,Sample Data Generator
2024-02-11,NOK,10.7288,USD,Sample Data Generator
2024-02-11,NZD,1.6443,USD,Sample Data Generator
2024-02-11,SEK,11.1638,USD,Sample Data Generator
2024-02-12,AUD,1.4945,USD,Sample Data Generator
2024-02-12,CAD,1.3497,USD,Sample Data Generator
2024-02-12,EUR,0.9015,USD,Sample Data Generator
2024-02-12,GBP,0.7979,USD,Sample Data Generator
2024-02-12,NOK,10.6136,USD,Sample Data Generator
2024-02-12,NZD,1.6497,USD,Sample Data Generator
2024-02-12,SEK,10.8098,USD,Sample Data Generator
2024-02-13,AUD,1.6435,USD,Sample Data Generator
2024-02-13,CAD,1.3918,USD,Sample Data Generator
2024-02-13,EUR,0.9058,USD,Sample Data Generator
2024-02-13,GBP,0.7665,USD,Sample Data Generator
2024-02-13,NOK,11.1192,USD,Sample Data Generator
2024-02-13,NZD,1.6094,USD,Sample Data Generator
2024-02-13,SEK,10.8217,USD,Sample Data Generator
2024-02-14,AUD,1.5513,USD,Sample Data Generator
2024-02-14,CAD,1.3600,USD,Sample Data Generator
2024-02-14,EUR,0.9275,USD,Sample Data Generator
2024-02-14,GBP,0.8012,USD,Sample Data Generator
2024-02-14,NOK,10.6324,USD,Sample Data Generator
2024-02-14,NZD,1.7359,USD,Sample Data Generator
2024-02-14,SEK,10.9716,USD,Sample Data Generator
2024-02-15,AUD,1.5802,USD,Sample Data Generator
2024-02-15,CAD,1.3590,USD,Sample Data Generator
2024-02-15,EUR,0.9489,USD,Sample Data Generator
2024-02-15,GBP,0.8059,USD,Sample Data Generator
2024-02-15,NOK,11.4900,USD,Sample Data Generator
2024-02-15,NZD,1.6850,USD,Sample Data Generator
2024-02-15,SEK,10.8743,USD,Sample Data Generator
2024-02-16,AUD,1.5450,USD,Sample Data Generator
2024-02-16,CAD,1.4144,USD,Sample Data Generator
2024-02-16,EUR,0.9528,USD,Sample Data Generator
2024-02-16,GBP,0.7956,USD,Sample Data Generator
2024-02-16,NOK,10.7714,USD,Sample Data Generator
2024-02-16,NZD,1.6303,USD,Sample Data Generator
2024-02-16,SEK,10.7623,USD,Sample Data Generator
2024-02-17,AUD,1.5674,USD,Sample Data Generator
2024-02-17,CAD,1.3721,USD,Sample Data Generator
2024-02-17,EUR,0.9685,USD,Sample Data Generator
2024-02-17,GBP,0.8314,USD,Sample Data Generator
2024-02-17,NOK,10.4711,USD,Sample Data Generator
2024-02-17,NZD,1.7188,USD,Sample Data Generator
2024-02-17,SEK,10.5771,USD,Sample Data Generator
2024-02-18,AUD,1.5224,USD,Sample Data Generator
2024-02-18,CAD,1.3593,USD,Sample Data Generator
2024-02-18,EUR,0.8885,USD,Sample Data Generator
2024-02-18,GBP,0.7978,USD,Sample Data Generator
2024-02-18,NOK,11.4742,USD,Sample Data Generator
2024-02-18,NZD,1.6636,USD,Sample Data Generator
2024-02-18,SEK,10.6307,USD,Sample Data Generator
2024-02-19,AUD,1.5733,USD,Sample Data Generator
2024-02-19,CAD,1.3606,USD,Sample Data Generator
2024-02-19,EUR,0.8975,USD,Sample Data Generator
2024-02-19,GBP,0.8100,USD,Sample Data Generator
2024-02-19,NOK,10.6373,USD,Sample Data Generator
2024-02-19,NZD,1.6454,USD,Sample Data Generator
2024-02-19,SEK,10.9914,USD,Sample Data Generator
2024-02-20,AUD,1.6403,USD,Sample Data Generator
2024-02-20,CAD,1.3728,USD,Sample Data Generator
2024-02-20,EUR,0.9082,USD,Sample Data Generator
2024-02-20,GBP,0.8280,USD,Sample Data Generator
2024-02-20,NOK,11.4729,USD,Sample Data Generator
2024-02-20,NZD,1.6716,USD,Sample Data Generator
2024-02-20,SEK,11.0856,USD,Sample Data Generator
2024-02-21,AUD,1.5985,USD,Sample Data Generator
2024-02-21,CAD,1.3737,USD,Sample Data Generator
2024-02-21,EUR,0.9193,USD,Sample Data Generator
2024-02-21,GBP,0.8205,USD,Sample Data Generator
2024-02-21,NOK,10.5043,USD,Sample Data Generator
2024-02-21,NZD,1.7005,USD,Sample Data Generator
2024-02-21,SEK,10.2615,USD,Sample Data Generator
2024-02-22,AUD,1.5965,USD,Sample Data Generator
2024-02-22,CAD,1.3828,USD,Sample Data Generator
2024-02-22,EUR,0.9035,USD,Sample Data Generator
2024-02-22,GBP,0.8267,USD,Sample Data Generator
2024-02-22,NOK,10.8514,USD,Sample Data Generator
2024-02-22,NZD,1.7464,USD,Sample Data Generator
2024-02-22,SEK,10.2904,USD,Sample Data Generator
2024-02-23,AUD,1.5155,USD,Sample Data Generator
2024-02-23,CAD,1.3946,USD,Sample Data Generator
2024-02-23,EUR,0.8913,USD,Sample Data Generator
2024-02-23,GBP,0.7543,USD,Sample Data Generator
2024-02-23,NOK,10.6977,USD,Sample Data Generator
2024-02-23,NZD,1.6576,USD,Sample Data Generator
2024-02-23,SEK,11.1283,USD,Sample Data Generator
2024-02-24,AUD,1.6287,USD,Sample Data Generator
2024-02-24,CAD,1.3873,USD,Sample Data Generator
2024-02-24,EUR,0.9015,USD,Sample Data Generator
2024-02-24,GBP,0.7857,USD,Sample Data Generator
2024-02-24,NOK,11.3118,USD,Sample Data Generator
2024-02-24,NZD,1.7340,USD,Sample Data Generator
2024-02-24,SEK,10.4592,USD,Sample Data Generator
2024-02-25,AUD,1.5067,USD,Sample Data Generator
2024-02-25,CAD,1.3948,USD,Sample Data Generator
2024-02-25,EUR,0.8984,USD,Sample Data Generator
2024-02-25,GBP,0.7543,USD,Sample Data Generator
2024-02-25,NOK,11.0259,USD,Sample Data Generator
2024-02-25,NZD,1.6869,USD,Sample Data Generator
2024-02-25,SEK,10.9936,USD,Sample Data Generator
2024-02-26,AUD,1.6126,USD,Sample Data Generator
2024-02-26,CAD,1.3987,USD,Sample Data Generator
2024-02-26,EUR,0.9731,USD,Sample Data Generator
2024-02-26,GBP,0.8259,USD,Sample Data Generator
2024-02-26,NOK,10.8320,USD,Sample Data Generator
2024-02-26,NZD,1.6837,USD,Sample Data Generator
2024-02-26,SEK,10.5867,USD,Sample Data Generator
2024-02-27,AUD,1.6247,USD,Sample Data Generator
2024-02-27,CAD,1.4352,USD,Sample Data Generator
2024-02-27,EUR,0.9659,USD,Sample Data Generator
2024-02-27,GBP,0.8216,USD,Sample Data Generator
2024-02-27,NOK,11.1752,USD,Sample Data Generator
2024-02-27,NZD,1.7403,USD,Sample Data Generator
2024-02-27,SEK,10.2517,USD,Sample Data Generator
2024-02-28,AUD,1.6470,USD,Sample Data Generator
2024-02-28,CAD,1.3317,USD,Sample Data Generator
2024-02-28,EUR,0.9567,USD,Sample Data Generator
2024-02-28,GBP,0.8219,USD,Sample Data Generator
2024-02-28,NOK,11.5109,USD,Sample Data Generator
2024-02-28,NZD,1.7303,USD,Sample Data Generator
2024-02-28,SEK,11.0201,USD,Sample Data Generator
2024-02-29,AUD,1.5698,USD,Sample Data Generator
2024-02-29,CAD,1.3331,USD,Sample Data Generator
2024-02-29,EUR,0.9155,USD,Sample Data Generator
2024-02-29,GBP,0.8267,USD,Sample Data Generator
2024-02-29,NOK,11.3524,USD,Sample Data Generator
2024-02-29,NZD,1.7333,USD,Sample Data Generator
2024-02-29,SEK,10.5448,USD,Sample Data Generator
2024-03-01,AUD,1.6450,USD,Sample Data Generator
2024-03-01,CAD,1.3146,USD,Sample Data Generator
2024-03-01,EUR,0.9696,USD,Sample Data Generator
2024-03-01,GBP,0.8278,USD,Sample Data Generator
2024-03-01,NOK,10.8336,USD,Sample Data Generator
2024-03-01,NZD,1.6934,USD,Sample Data Generator
2024-03-01,SEK,11.0701,USD,Sample Data Generator
2024-03-02,AUD,1.5166,USD,Sample Data Generator
2024-03-02,CAD,1.3247,USD,Sample Data Generator
2024-03-02,EUR,0.9732,USD,Sample Data Generator
2024-03-02,GBP,0.8324,USD,Sample Data Generator
2024-03-02,NOK,11.0165,USD,Sample Data Generator
2024-03-02,NZD,1.6624,USD,Sample Data Generator
2024-03-02,SEK,11.1983,USD,Sample Data Generator
2024-03-03,AUD,1.5879,USD,Sample Data Generator
2024-03-03,CAD,1.3505,USD,Sample Data Generator
2024-03-03,EUR,0.9027,USD,Sample Data Generator
2024-03-03,GBP,0.8072,USD,Sample Data Generator
2024-03-03,NOK,10.6733,USD,Sample Data Generator
2024-03-03,NZD,1.6023,USD,Sample Data Generator
2024-03-03,SEK,10.9625,USD,Sample Data Generator
2024-03-04,AUD,1.5247,USD,Sample Data Generator
2024-03-04,CAD,1.3595,USD,Sample Data Generator
2024-03-04,EUR,0.9435,USD,Sample Data Generator
2024-03-04,GBP,0.7920,USD,Sample Data Generator
2024-03-04,NOK,11.5344,USD,Sample Data Generator
2024-03-04,NZD,1.6168,USD,Sample Data Generator
2024-03-04,SEK,10.9244,USD,Sample Data Generator
2024-03-05,AUD,1.6578,USD,Sample Data Generator
2024-03-05,CAD,1.3922,USD,Sample Data Generator
2024-03-05,EUR,0.9406,USD,Sample Data Generator
2024-03-05,GBP,0.7935,USD,Sample Data Generator
2024-03-05,NOK,10.5049,USD,Sample Data Generator
2024-03-05,NZD,1.6440,USD,Sample Data Generator
2024-03-05,SEK,10.4694,USD,Sample Data Generator
2024-03-06,AUD,1.6473,USD,Sample Data Generator
2024-03-06,CAD,1.4399,USD,Sample Data Generator
2024-03-06,EUR,0.9204,USD,Sample Data Generator
2024-03-06,GBP,0.8254,USD,Sample Data Generator
2024-03-06,NOK,10.7210,USD,Sample Data Generator
2024-03-06,NZD,1.7452,USD,Sample Data Generator
2024-03-06,SEK,10.6041,USD,Sample Data Generator
2024-03-07,AUD,1.6388,USD,Sample Data Generator
2024-03-07,CAD,1.4214,USD,Sample Data Generator
2024-03-07,EUR,0.9335,USD,Sample Data Generator
2024-03-07,GBP,0.7597,USD,Sample Data Generator
2024-03-07,NOK,11.3813,USD,Sample Data Generator
2024-03-07,NZD,1.7376,USD,Sample Data Generator
2024-03-07,SEK,11.0068,USD,Sample Data Generator
2024-03-08,AUD,1.5407,USD,Sample Data Generator
2024-03-08,CAD,1.3269,USD,Sample Data Generator
2024-03-08,EUR,0.9493,USD,Sample Data Generator
2024-03-08,GBP,0.8253,USD,Sample Data Generator
2024-03-08,NOK,11.1355,USD,Sample Data Generator
2024-03-08,NZD,1.7477,USD,Sample Data Generator
2024-03-08,SEK,10.6613,USD,Sample Data Generator
2024-03-09,AUD,1.5730,USD,Sample Data Generator
2024-03-09,CAD,1.3465,USD,Sample Data Generator
2024-03-09,EUR,0.9255,USD,Sample Data Generator
2024-03-09,GBP,0.8094,USD,Sample Data Generator
2024-03-09,NOK,10.6151,USD,Sample Data Generator
2024-03-09,NZD,1.7269,USD,Sample Data Generator
2024-03-09,SEK,10.2916,USD,Sample Data Generator
2024-03-10,AUD,1.5795,USD,Sample Data Generator
2024-03-10,CAD,1.3561,USD,Sample Data Generator
2024-03-10,EUR,0.9351,USD,Sample Data Generator
2024-03-10,GBP,0.7963,USD,Sample Data Generator
2024-03-10,NOK,11.2158,USD,Sample Data Generator
2024-03-10,NZD,1.6167,USD,Sample Data Generator
2024-03-10,SEK,10.3357,USD,Sample Data Generator
2024-03-11,AUD,1.6240,USD,Sample Data Generator
2024-03-11,CAD,1.4199,USD,Sample Data Generator
2024-03-11,EUR,0.9813,USD,Sample Data Generator
2024-03-11,GBP,0.7837,USD,Sample Data Generator
2024-03-11,NOK,10.8349,USD,Sample Data Generator
2024-03-11,NZD,1.7039,USD,Sample Data Generator
2024-03-11,SEK,10.4766,USD,Sample Data Generator
2024-03-12,AUD,1.5663,USD,Sample Data Generator
